name,url,Trim,Mileage,Engine,NCT_Expiry,Year,Transmission,Total_Owners,Make,Fuel_Type,Body_Type,Doors,Trim_Level,Seats,Colour,Road_Tax,Rural_Fuel_Consumption,Comb_Fuel_Consumption,Urban_Fuel_Consumption,Engine_Size,External_Length,External_Height,External_Width,Euro_NCAP_Overall_Safety_Rating,Child_Protection_Rating,Safety_Assistance_Rating,Adult_Protection_Rating,Pedestrian_Protection_Rating,Current_Country_Of_Reg,Imported,Independant_Dealer,Dublin2,Model,Price,Boot_Volume,Ground_Clearance,County,Fuel_Tank_Capacity,Engine_Power,Top_Speed,Battery_Capacity,Acceleration,section
2017 BMW X1 sDrive 18i X Line 1.5 Petrol Automatic,https://www.donedeal.ie/cars-for-sale/2017-bmw-x1-sdrive-18i-x-line-1-5-petrol-automatic/39483508,xLine,"55,500 km",1.5 L Petrol,Apr 2027,2017,Automatic,1,BMW,Petrol,SUV,5,Luxury Trim,5,White,240,4.3 L/100 km,4.7 L/100 km,5.5 L/100 km,1.5 L,4.44 m,1.60 m,1.82 m,,,,,,Ireland,Unknown,Independent Dealer,"Drogheda, Co. Louth",X1,"€25,950","1,550 L",18 cm,Co. Louth,51 L,,,,,selection1
BMW 4 Series 420d M Sport,https://www.donedeal.ie/cars-for-sale/bmw-4-series-420d-m-sport/38789242,M Sport,"77,770 km",2.0 L Diesel,Feb 2026,2022,Automatic,1,BMW,Diesel,Saloon,4,Base Trim,5,Blue,210,,5.0 L/100 km,,2.0 L,4.78 m,,1.85 m,,,,,,Ireland,No,"Franchise Dealer
4.5/5","Athlone, Co. Westmeath",4-Series,"€59,995",,,Co. Westmeath,,,,,,selection1
Volvo XC40 inscription T4 Recharge//huge Spec//f,https://www.donedeal.ie/cars-for-sale/volvo-xc40-inscription-t4-recharge-huge-spec-f/38837012,---,"82,000 mi",1.5 L Petrol Plug-in Hybrid,---,2022,Automatic,1,Volvo,Petrol Plug-in Hybrid,Estate,5,---,5,Black,,,,,,,,,,,,,,Ireland,UK,Independent Dealer,"Finglas, Co. Dublin",XC40,"€33,950",,,Co. Dublin,,,,,,selection1
2001 Toyota Rav4 (NCT 05/25) AirCon,https://www.donedeal.ie/cars-for-sale/2001-toyota-rav4-nct-05-25-aircon/39359990,N,"170,000 mi",2.0 L Petrol,May 2025,2001,Manual,5,Toyota,,,,,,,710,,,,,,,,,,,,,Ireland,No,"Private Seller
No rating yet","Lucan, Co. Dublin",RAV4,"€1,499",,,,,,,,,selection1
Volkswagen Golf new Model//virtual Cockpit//stun,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-new-model-virtual-cockpit-stun/39077690,---,"98,000 mi",2.0 L Diesel,---,2020,Manual,1,Volkswagen,Diesel,Hatchback,5,---,5,Silver,,,,,,,,,,,,,,Northern Ireland,,Independent Dealer,"Finglas, Co. Dublin",Golf,"€21,900",,,Co. Dublin,,,,,,selection1
Dacia Sandero Stepway TCe 100 LPG Comfort,https://www.donedeal.ie/cars-for-sale/dacia-sandero-stepway-tce-100-lpg-comfort/38110880?campaign=3,STEPWAY Comfort,"19,171 km",1.0 L Petrol,Jul 2025,2021,Manual,2,Dacia,Petrol,Crossover,4,Luxury Trim,5,Red,190,,5.5 L/100 km,,1.0 L,4.10 m,,1.85 m,2/5,72%,42%,70%,41%,Ireland,No,Franchise Dealer,"Tallaght, Co. Dublin",Sandero Stepway,"€17,900",,,Co. Dublin,,,,,,selection1
Audi A3 1.6 TDI 105 4DR Low Mileage,https://www.donedeal.ie/cars-for-sale/audi-a3-1-6-tdi-105-4dr-low-mileage/39467920?campaign=3,SPORT,"164,000 km",1.6 L Diesel,Oct 2025,2012,Manual,2,Audi,Diesel,Hatchback,5,---,5,Red,,,,,,,,,,,,,,Ireland,No,"Independent Dealer
4.8/5","Ashbourne, Co. Meath",A3,"€7,495",,,Co. Meath,,,,,,selection1
Renault Captur 1.0 TCe 90 Iconic,https://www.donedeal.ie/cars-for-sale/renault-captur-1-0-tce-90-iconic/38150279?campaign=3,Iconic,"119,650 km",0.9 L Petrol,Jan 2025,2021,Manual,1,Renault,Petrol,Crossover,4,Medium Trim,5,Grey,270,,5.9 L/100 km,,0.9 L,4.23 m,,1.80 m,,,,,,Ireland,No,"Independent Dealer
4.7/5",Co. Limerick,Captur,"€17,444",,,Co. Limerick,,,,,,selection1
Audi A5 Automatic Fresh NCT,https://www.donedeal.ie/cars-for-sale/audi-a5-automatic-fresh-nct/39372645,SE,175 mi,2.0 L Diesel,Apr 2026,2014,Automatic,3,Audi,Diesel,Hatchback,5,Luxury Trim,5,Black,270,4.4 L/100 km,4.8 L/100 km,5.7 L/100 km,2.0 L,4.71 m,1.39 m,1.85 m,,,,,,Ireland,UK,"Private Seller
No rating yet","Killarney, Co. Kerry",A5,"€10,250",,,,,,,,,selection1
Mercedes-Benz E-Class 2019,https://www.donedeal.ie/cars-for-sale/mercedes-benz-e-class-2019/39394731,AVANTGARDE,"74,000 km",2.0 L Petrol,Mar 2027,2019,Automatic,2,Mercedes-Benz,Petrol,Coupe,2,Base Trim,4,Grey,790,6.7 L/100 km,7.9 L/100 km,10.0 L/100 km,2.0 L,4.83 m,1.43 m,1.86 m,5/5,90%,62%,95%,77%,Ireland,N. Ireland,"Private Seller
No rating yet","Clonskeagh, Co. Dublin",E-Class,"€44,950",425 L,10 cm,,,,,,,selection1
Audi A7 S Line Black Edition,https://www.donedeal.ie/cars-for-sale/audi-a7-s-line-black-edition/39287692,-,"200,146 km",3.0 L Diesel,Jan 2026,2014,Automatic,1,Audi,Diesel,Hatchback,5,Base Trim,5,Beige,600,5.2 L/100 km,5.9 L/100 km,7.2 L/100 km,3.0 L,4.97 m,1.42 m,1.91 m,,,,,,Ireland,UK,"Private Seller
No rating yet","Naas, Co. Kildare",A7,"€16,750",,,,,,,,,selection1
Mercedes Benz E200 // Diesel // Auto // NCT 01/26,https://www.donedeal.ie/cars-for-sale/mercedes-benz-e200-diesel-auto-nct-01-26/39427558,Classic,"230,000 km",2.1 L Diesel,Jan 2026,2011,Automatic,3,Mercedes-Benz,Diesel,Saloon,4,Base Trim,5,Silver,400,,5.3 L/100 km,,2.1 L,4.87 m,1.47 m,1.85 m,,,,,,Ireland,No,"Verified Trader
4.1/5 (13)","North County, Co. Dublin",E-Class,"€4,995",,,,59 L,,,,,selection1
Opel Corsa SC 1.2i (75ps) Demo,https://www.donedeal.ie/cars-for-sale/opel-corsa-sc-1-2i-75ps-demo/39406463,SC,15 km,1.2 L Petrol,Mar 2029,2025,Manual,---,Opel,Petrol,Hatchback,4,Base Trim,5,Blue,200,,,,1.2 L,4.06 m,,1.77 m,4/5,86%,69%,84%,66%,Ireland,No,"Franchise Dealer
4.4/5",Co. Cork,Corsa,"€24,500","1,118 L",,Co. Cork,40 L,,,,,selection1
Volkswagen Taigo Edition 75 1.0tsi 95bhp High Spe,https://www.donedeal.ie/cars-for-sale/volkswagen-taigo-edition-75-1-0tsi-95bhp-high-spe/38782304,---,4 km,1.0 L Petrol,---,2025,Manual,1,Volkswagen,Petrol,SUV,5,---,---,Grey,,,,,,,,,,,,,,,,"Franchise Dealer
4.8/5","Newmarket, Co. Cork",Taigo,"€31,225",,,Co. Cork,,,,,,selection1
Audi A5 A5 Avant S Line TDI 150 kW S Tronic,https://www.donedeal.ie/cars-for-sale/audi-a5-a5-avant-s-line-tdi-150-kw-s-tronic/39038239,---,---,2.0 L Diesel Hybrid,---,2025,Automatic,---,Audi,Diesel Hybrid,Estate,---,---,---,Grey,,,,,,,,,,,,,,,,"Franchise Dealer
4.2/5",Co. Dublin,A5,"€92,028",,,Co. Dublin,,,,,,selection1
Audi a4 2016 full s-line sport,https://www.donedeal.ie/cars-for-sale/audi-a4-2016-full-s-line-sport/38555977,S Line,"150,000 mi",2.0 L Diesel,Aug 2025,2016,Automatic,2,Audi,Diesel,Saloon,4,Sports Trim,5,Black,190,3.5 L/100 km,3.9 L/100 km,4.7 L/100 km,2.0 L,4.73 m,1.43 m,1.84 m,5/5,87%,75%,90%,75%,Ireland,UK,"Private Seller
No rating yet","Kingscourt, Co. Cavan",A4,"€16,000",965 L,,,,,,,,selection1
Honda jazz automatic,https://www.donedeal.ie/cars-for-sale/honda-jazz-automatic/38619044,N,103 mi,1.3 L Petrol,Mar 2025,2008,---,4,Honda,,,,,,,280,,,,,,,,,,,,,Ireland,UK,"Verified Private Seller
1.3/5 (7)","South City, Co. Dublin",Jazz,"€1,650",,,,,,,,,selection1
Skoda Kodiaq 2.0 TDI SCR SE 150PS Automatic 5seat,https://www.donedeal.ie/cars-for-sale/skoda-kodiaq-2-0-tdi-scr-se-150ps-automatic-5seat/39388473,Ambition,"102,000 mi",2.0 L Diesel,Oct 2025,2018,Automatic,2,Skoda,Diesel,Estate,5,Medium Trim,5,Black,280,4.5 L/100 km,4.9 L/100 km,5.7 L/100 km,2.0 L,4.70 m,1.68 m,1.88 m,5/5,77%,54%,92%,71%,Ireland,UK,Independent Dealer,"Ballyshannon, Co. Donegal",Kodiaq,"€26,950","2,065 L",19 cm,Co. Donegal,58 L,,,,,selection1
BMW 1 Series 116 D,https://www.donedeal.ie/cars-for-sale/bmw-1-series-116-d/39174592,SE,"145,003 km",1.5 L Diesel,Jun 2026,2016,Manual,1,BMW,Diesel,Hatchback,5,Medium Trim,5,Black,,,,,1.5 L,4.33 m,1.44 m,1.77 m,5/5,83%,86%,91%,63%,Ireland,UK,Independent Dealer,Co. Kerry,1-Series,"€13,990","1,200 L",14 cm,Co. Kerry,52 L,,,,,selection1
Honda Fit 1.5 Self Charging Hybrid Automatic Rev,https://www.donedeal.ie/cars-for-sale/honda-fit-1-5-self-charging-hybrid-automatic-rev/39322250,---,"42,343 mi",1.5 L Hybrid,Apr 2027,2019,Automatic,---,Honda,Hybrid,Hatchback,5,---,---,White,,,,,,,,,,,,,,,,Independent Dealer,Co. Galway,Fit,"€15,100",,,,,,,,,selection1
Skoda Superb Sport 1.4 TSI 150BHP 4DR,https://www.donedeal.ie/cars-for-sale/skoda-superb-sport-1-4-tsi-150bhp-4dr/39257543,Sportline,"101,633 km",1.4 L Petrol,Jul 2026,2018,Manual,3,Skoda,Petrol,Hatchback,4,Medium Trim,5,Black,,,,,1.4 L,4.86 m,1.48 m,1.86 m,5/5,86%,76%,86%,71%,Ireland,No,Franchise Dealer,"Galway City, Co. Galway",Superb,"€19,990","1,950 L",15 cm,Co. Galway,66 L,,,,,selection1
Kia Stonic 1.0 K2 Pe(only 42000KM),https://www.donedeal.ie/cars-for-sale/kia-stonic-1-0-k2-peonly-42000km/38915558,PE,"42,000 km",1.0 L Petrol,Jan 2026,2022,Manual,1,Kia,Petrol,Estate,5,Medium Trim,5,Blue,200,,5.5 L/100 km,,1.0 L,4.14 m,1.52 m,1.76 m,5/5,84%,59%,93%,71%,Ireland,No,"Franchise Dealer
4.8/5",Co. Wexford,Stonic,"€19,895","1,155 L",18 cm,Co. Wexford,45 L,,,,,selection1
Volkswagen Tiguan R-line 2.0 TDI Auto // Panorami,https://www.donedeal.ie/cars-for-sale/volkswagen-tiguan-r-line-2-0-tdi-auto-panorami/39503209,R-Line,"83,427 km",2.0 L Diesel,Jan 2027,2021,Automatic,1,Volkswagen,Diesel,SUV,5,Luxury Trim,5,Blue,280,,17.2 L/100 km,,2.0 L,4.49 m,1.65 m,1.84 m,5/5,84%,68%,96%,72%,Ireland,No,"Independent Dealer
4.4/5",Co. Dublin,Tiguan,"€39,950","1,655 L",19 cm,Co. Dublin,58 L,,,,,selection1
BMW 530e M-Sport,https://www.donedeal.ie/cars-for-sale/bmw-530e-m-sport/39372741,M Sport,"118,000 mi",2.0 L Petrol Plug-in Hybrid,Mar 2026,2019,Automatic,3,BMW,Petrol Plug-in Hybrid,Saloon,4,Sports Trim,5,Black,170,,,,2.0 L,4.94 m,1.48 m,1.87 m,5/5,85%,59%,91%,81%,Ireland,UK,"Private Seller
No rating yet",Co. Dublin,5-Series,"€24,999",530 L,14 cm,,,252 hp,235 km/h,,6.2 sec,selection1
Volvo V40 1.6 T4 Petrol Automatic,https://www.donedeal.ie/cars-for-sale/volvo-v40-1-6-t4-petrol-automatic/39306647,all,"96,500 km",1.6 L Petrol,Apr 2027,2014,Automatic,0,Volvo,Petrol,Hatchback,5,Medium Trim,5,Blue,0,5.1 L/100 km,6.1 L/100 km,7.9 L/100 km,1.6 L,4.37 m,1.46 m,1.78 m,,,,,,Ireland,Unknown,Independent Dealer,Co. Cork,V40,"€10,990","1,444 L",15 cm,Co. Cork,62 L,,,,,selection1
Hyundai i20 Deluxe Plus 1.0l Petrol Hatchback,https://www.donedeal.ie/cars-for-sale/hyundai-i20-deluxe-plus-1-0l-petrol-hatchback/39292465,Deluxe Plus,"7,927 km",1.2 L Petrol,Jan 2028,2024,Manual,1,Hyundai,Petrol,Hatchback,5,Luxury Trim,5,Black,190,,5.4 L/100 km,,1.2 L,4.04 m,1.47 m,1.73 m,4/5,82%,67%,76%,76%,Ireland,No,"Franchise Dealer
4.8/5",Co. Dublin,i20,"€24,499","1,042 L",14 cm,Co. Dublin,40 L,,,,,selection1
Volkswagen ID.4 Id4 Life Edition Life Edition 170,https://www.donedeal.ie/cars-for-sale/volkswagen-id-4-id4-life-edition-life-edition-170/39460472,---,"25,972 km",Electric,---,2024,Automatic,1,Volkswagen,Electric,SUV,5,---,5,Grey,,,,,,,,,,,,,,,,"Franchise Dealer
3.7/5",Co. Dublin,ID.4,"€32,900",,,Co. Dublin,,,,,,selection1
Mercedes-Benz A-Class 1.6 Litre Petrol,https://www.donedeal.ie/cars-for-sale/mercedes-benz-a-class-1-6-litre-petrol/39480308,---,0 km,1.6 L Petrol,---,2025,Automatic,---,Mercedes-Benz,Petrol,Saloon,---,---,---,Blue,,,,,,,,,,,,,,,,Franchise Dealer,Co. Sligo,A-Class,No Price,,,Co. Sligo,,,,,,selection1
Jaguar F- PACE 21.25my 2.0 D 163PS AWD closing D,https://www.donedeal.ie/cars-for-sale/jaguar-f-pace-21-25my-2-0-d-163ps-awd-closing-d/38743423,Prestige,"45,000 km",2.0 L Diesel,Jul 2025,2021,Automatic,1,Jaguar,Diesel,SUV,5,Medium Trim,5,Black,420,,6.1 L/100 km,,2.0 L,4.73 m,1.65 m,1.94 m,5/5,85%,72%,93%,80%,Ireland,No,"Franchise Dealer
4.9/5","Dublin 14, Co. Dublin",F-Pace,"€43,950","1,740 L",21 cm,Co. Dublin,60 L,,,,,selection1
Peugeot 2008 Electric 136bhp (50 Kwh) Allure,https://www.donedeal.ie/cars-for-sale/peugeot-2008-electric-136bhp-50-kwh-allure/39113312,Allure,"13,142 km",345 km (WLTP) Electric,Sep 2027,2023,Automatic,1,Peugeot,Electric,MPV,4,Medium Trim,5,Red,120,,0.0 L/100 km,,,4.30 m,,1.77 m,4/5,84%,68%,91%,62%,Ireland,No,"Franchise Dealer
4.5/5","Drogheda, Co. Louth",2008,"€24,995","1,467 L",,Co. Louth,,136 hp,150 km/h,,9.9 sec,selection1
BMW 1 Series 116i Automatic.,https://www.donedeal.ie/cars-for-sale/bmw-1-series-116i-automatic-/35705498,---,"71,460 mi",1.6 L Petrol,Aug 2026,2015,Automatic,1,BMW,Petrol,Hatchback,5,---,---,White,,,,,,,,,,,,,,,,Independent Dealer,Co. Limerick,1-Series,"€13,800",,,Co. Limerick,,,,,,selection1
Volkswagen Golf 2.0d Volkswagen Sport Edition. Au,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-2-0d-volkswagen-sport-edition-au/39328553,---,"46,999 km",2.0 L Diesel,---,2022,Automatic,---,Volkswagen,Diesel,Hatchback,5,---,---,White,,,,,,,,,,,,,,,,Independent Dealer,"Kilcolgan, Co. Galway",Golf,"€30,950",,,Co. Galway,,,,,,selection1
Land Rover Range Rover Sport HSE DYN 2.0 I4 Phev,https://www.donedeal.ie/cars-for-sale/land-rover-range-rover-sport-hse-dyn-2-0-i4-phev/39305029,Vogue,"36,800 km",2.0 L Petrol Plug-in Hybrid,Jul 2026,2022,Automatic,1,Land Rover,Petrol Plug-in Hybrid,SUV,5,Medium Trim,5,Red,150,,3.3 L/100 km,,2.0 L,5.00 m,1.87 m,2.07 m,,,,,,Ireland,No,"Franchise Dealer
4.2/5","Swords, Co. Dublin",Range Rover Sport,"€69,900","2,030 L",30 cm,Co. Dublin,90 L,,,12.4 kWh,,selection1
Nissan QASHQAI 1.5dci Premium Edition,https://www.donedeal.ie/cars-for-sale/nissan-qashqai-1-5dci-premium-edition/39484181,SV Premium,"122,000 mi",1.5 L Diesel,Feb 2027,2017,Manual,3,Nissan,Diesel,SUV,4,Medium Trim,5,Red,180,3.6 L/100 km,3.8 L/100 km,4.2 L/100 km,1.5 L,4.39 m,1.59 m,1.81 m,5/5,83%,79%,88%,69%,Ireland,No,"Verified Private Seller
No rating yet","Craughwell, Co. Galway",Qashqai,"€12,450",,,,,,,,,selection1
Peugeot 2008 Allure 1.2 Petrol - 2021,https://www.donedeal.ie/cars-for-sale/peugeot-2008-allure-1-2-petrol-2021/39287651,Allure,"88,658 km",1.2 L Petrol,Nov 2025,2021,Manual,2,Peugeot,Petrol,MPV,4,Medium Trim,5,Black,200,,5.6 L/100 km,,1.2 L,4.30 m,,1.77 m,4/5,84%,68%,91%,62%,Ireland,No,"Private Seller
No rating yet",Co. Cork,2008,"€18,750",,,,,,,,,selection1
Ford Focus 1.0l Ecoboost 125PS St-line,https://www.donedeal.ie/cars-for-sale/ford-focus-1-0l-ecoboost-125ps-st-line/38984846,Titanium,"34,100 km",1.0 L Petrol,Apr 2026,2022,Manual,---,Ford,Petrol,Hatchback,4,Medium Trim,5,Silver,200,,,,1.0 L,4.38 m,1.47 m,1.83 m,,,,,,Ireland,No,"Franchise Dealer
4.4/5","Sligo, Co. Sligo",Focus,"€26,850","1,320 L",14 cm,Co. Sligo,47 L,,,,,selection1
Audi Q3 Q3 35 TDI 150HP S-T SE - Comfort Pack,https://www.donedeal.ie/cars-for-sale/audi-q3-q3-35-tdi-150hp-s-t-se-comfort-pack/38541056,---,0 km,2.0 L Diesel,---,2025,Automatic,---,Audi,Diesel,SUV,---,---,---,Blue,,,,,,,,,,,,,,,,"Franchise Dealer
4.6/5","Ballina, Co. Mayo",Q3,"€53,655",,,Co. Mayo,,,,,,selection1
Volkswagen Tiguan New Model Elegance 2.0tdi 150HP,https://www.donedeal.ie/cars-for-sale/volkswagen-tiguan-new-model-elegance-2-0tdi-150hp/37201093,---,10 km,2.0 L Diesel,---,2025,Automatic,---,Volkswagen,Diesel,SUV,---,---,---,Black,,,,,,,,,,,,,,,,"Franchise Dealer
4.3/5",Co. Offaly,Tiguan,"€61,973",,,Co. Offaly,,,,,,selection1
"Nissan Note 2008, Valid NCT and road tax",https://www.donedeal.ie/cars-for-sale/nissan-note-2008-valid-nct-and-road-tax/39502355?campaign=3,N,"229,436 km",1.4 L Petrol,May 2025,2008,Manual,9,Nissan,,,,,,,400,,,,,,,,,,,,,Ireland,No,"Private Seller
No rating yet","Caherdavin, Co. Limerick",Note,"€1,800",,,,,,,,,selection1
Mercedes-Benz GLA GLA 180 d A/T Progressive,https://www.donedeal.ie/cars-for-sale/mercedes-benz-gla-gla-180-d-a-t-progressive/38175801?campaign=3,PROGRESSIVE,"15,200 km",2.0 L Diesel,Jan 2028,2024,Automatic,1,Mercedes-Benz,Diesel,SUV,5,Base Trim,5,Red,270,,4.6 L/100 km,,2.0 L,4.41 m,,1.83 m,5/5,90%,75%,96%,79%,Ireland,No,"Franchise Dealer
4.8/5","Dublin 4, Co. Dublin",GLA,"€55,950",,,Co. Dublin,,,,,,selection1
Peugeot 308 GT Line 1.6 HDI 92BHP 5 DR,https://www.donedeal.ie/cars-for-sale/peugeot-308-gt-line-1-6-hdi-92bhp-5-dr/39306127?campaign=3,Active,"188,226 km",1.6 L Diesel,Mar 2027,2015,Manual,1,Peugeot,Diesel,Hatchback,5,Medium Trim,5,Grey,180,3.4 L/100 km,3.7 L/100 km,4.4 L/100 km,1.6 L,4.25 m,1.46 m,1.80 m,,,,,,Ireland,UK,Independent Dealer,Co. Kilkenny,308,"€8,900","1,309 L",11 cm,,53 L,,,,,selection1
Dacia Duster 1.5 Blue dCi 115 Dfull Comfort,https://www.donedeal.ie/cars-for-sale/dacia-duster-1-5-blue-dci-115-dfull-comfort/39368095,Comfort,"53,174 km",1.5 L Diesel,Aug 2026,2022,Manual,2,Dacia,Diesel,SUV,5,Medium Trim,5,Red,200,,4.9 L/100 km,,1.5 L,4.34 m,1.69 m,1.80 m,3/5,66%,37%,71%,56%,Ireland,No,Franchise Dealer,Co. Wexford,Duster,"€21,995","1,478 L",21 cm,Co. Wexford,50 L,,,,,selection1
BMW X5 Xdrive 30D M Sport (cream Leather),https://www.donedeal.ie/cars-for-sale/bmw-x5-xdrive-30d-m-sport-cream-leather/38391554,---,"149,849 km",3.0 L Diesel,---,2019,Automatic,2,BMW,Diesel,SUV,5,---,---,Black,,,,,,,,,,,,,,,,Independent Dealer,"Ardrahan, Co. Galway",X5,"€58,950",,,Co. Galway,,,,,,selection1
Audi A5 2.0 TDI SE 5DR full Leather,https://www.donedeal.ie/cars-for-sale/audi-a5-2-0-tdi-se-5dr-full-leather/38451441,SE,"140,000 mi",2.0 L Diesel,Nov 2025,2015,Manual,1,Audi,Diesel,Hatchback,5,Luxury Trim,5,Purple,,,,,2.0 L,4.71 m,1.39 m,1.85 m,,,,,,Ireland,UK,Independent Dealer,"Saggart, Co. Dublin",A5,"€10,950",,,Co. Dublin,,,,,,selection1
Tesla Model 3 Standard Range Plus // Panoramic Su,https://www.donedeal.ie/cars-for-sale/tesla-model-3-standard-range-plus-panoramic-su/39503208,-,"76,643 km",409 km (WLTP) Electric,May 2027,2020,Automatic,1,Tesla,Electric,Saloon,4,Base Trim,5,White,120,,,,,4.69 m,1.44 m,1.85 m,5/5,86%,94%,96%,74%,Ireland,No,"Independent Dealer
4.4/5",Co. Dublin,Model 3,"€24,950",425 L,14 cm,Co. Dublin,,306 hp,225 km/h,,5.6 sec,selection1
Bmw x3 2.0 diesel x drive,https://www.donedeal.ie/cars-for-sale/bmw-x3-2-0-diesel-x-drive/39441936,M Sport,---,2.0 L Diesel,May 2026,2018,Automatic,2,BMW,Diesel,SUV,4,Sports Trim,5,Blue,400,5.1 L/100 km,5.5 L/100 km,6.1 L/100 km,2.0 L,4.71 m,1.68 m,1.89 m,5/5,84%,58%,93%,70%,Ireland,No,"Private Seller
No rating yet","Tyrrellspass, Co. Westmeath",X3,"€31,500",,,,,,,,,selection1
‘17 Toyota Avensis 2.0 Business Edition (LOW NOX),https://www.donedeal.ie/cars-for-sale/17-toyota-avensis-2-0-business-edition-low-nox/39503286,---,0 km,2.0 L Diesel,---,2017,Manual,2,Toyota,Diesel,Saloon,4,---,5,Black,200,,,,,,,,,,,,,UK,,Independent Dealer,"Trillick, Co. Tyrone",Avensis,"£4,250",,,Co. Tyrone,,,,,,selection1
BMW 5 Series 530e M Sport Saloon,https://www.donedeal.ie/cars-for-sale/bmw-5-series-530e-m-sport-saloon/39316321,M Sport,"83,522 km",2.0 L Petrol Plug-in Hybrid,---,2022,Automatic,---,BMW,Petrol Plug-in Hybrid,Saloon,4,Sports Trim,5,Grey,,,,,2.0 L,4.96 m,,1.87 m,5/5,85%,59%,91%,81%,Ireland,No,"Franchise Dealer
4.2/5",Co. Dublin,5-Series,"€45,500",,,Co. Dublin,46 L,,,12 kWh,,selection1
Skoda Kamiq Ambition 1.0tsi 95hp,https://www.donedeal.ie/cars-for-sale/skoda-kamiq-ambition-1-0tsi-95hp/39322852,Ambition,"9,000 km",1.0 L Petrol,Feb 2028,2024,Manual,1,Skoda,Petrol,Hatchback,5,Medium Trim,5,Grey,200,,5.7 L/100 km,,1.0 L,4.24 m,,1.79 m,5/5,85%,76%,96%,80%,Ireland,No,"Franchise Dealer
4.6/5",Co. Sligo,Kamiq,"€28,900","1,395 L",,Co. Sligo,50 L,,,,,selection1
Renault Captur dCi 90 Expression,https://www.donedeal.ie/cars-for-sale/renault-captur-dci-90-expression/37915341,EXPRESSION+,"78,000 km",1.5 L Diesel,Jul 2024,2018,Manual,1,Renault,Diesel,Hatchback,4,Base Trim,5,Brown,180,3.4 L/100 km,3.6 L/100 km,4.0 L/100 km,1.5 L,4.12 m,1.57 m,1.78 m,5/5,79%,81%,88%,61%,Ireland,No,"Franchise Dealer
4.8/5",Co. Limerick,Captur,"€15,950","1,235 L",17 cm,Co. Limerick,45 L,,,,,selection1
Kia Picanto 2015,https://www.donedeal.ie/cars-for-sale/kia-picanto-2015/39503272,TX,"55,000 km",1.2 L Petrol,Sep 2025,2015,Automatic,2,Kia,Petrol,Hatchback,5,Base Trim,5,Silver,270,4.6 L/100 km,5.6 L/100 km,7.3 L/100 km,1.2 L,3.60 m,1.48 m,1.60 m,4/5,83%,43%,86%,47%,Ireland,N. Ireland,"Private Seller
No rating yet","Ranelagh, Co. Dublin",Picanto,"€8,270",870 L,,,,,,,,selection1
2020 Hyundai IONIQ 38.3KWH Electric,https://www.donedeal.ie/cars-for-sale/2020-hyundai-ioniq-38-3kwh-electric/39377680,Premium,"45,100 km",311 km (WLTP) Electric,Jul 2026,2020,Automatic,1,Hyundai,Electric,Hatchback,5,Medium Trim,5,Grey,120,,,,,4.47 m,1.45 m,1.82 m,,,,,,Ireland,No,"Independent Dealer
4.4/5","Santry, Co. Dublin",IONIQ,"€15,450",,,Co. Dublin,,136 hp,165 km/h,,9.9 sec,selection1
Opel Mokka SC 1.5 Diesel Manual,https://www.donedeal.ie/cars-for-sale/opel-mokka-sc-1-5-diesel-manual/39145974,SC,"59,575 km",1.5 L Diesel,Jan 2027,2023,Manual,1,Opel,Diesel,SUV,4,Base Trim,5,Red,190,,4.5 L/100 km,,1.5 L,4.15 m,,1.79 m,4/5,75%,64%,73%,58%,Ireland,No,"Independent Dealer
4.3/5","Phibsborough, Co. Dublin",Mokka,"€24,245","1,105 L",,Co. Dublin,41 L,,,,,selection1
Audi A3 1.6 TDI 110 S-line Sportback,https://www.donedeal.ie/cars-for-sale/audi-a3-1-6-tdi-110-s-line-sportback/39476145,SE,"220,999 km",1.6 L Diesel,Apr 2026,2016,Manual,2,Audi,Diesel,Hatchback,5,Luxury Trim,5,Blue,190,3.5 L/100 km,3.9 L/100 km,4.6 L/100 km,1.6 L,4.31 m,1.43 m,1.79 m,5/5,87%,86%,95%,74%,Ireland,No,Independent Dealer,"Nenagh, Co. Tipperary",A3,"€15,450","1,220 L",,Co. Tipperary,,,,,,selection1
‘18 Skoda Superb Se L Executive Tdi (LOW NOX),https://www.donedeal.ie/cars-for-sale/18-skoda-superb-se-l-executive-tdi-low-nox/39503275,---,0 km,2.0 L Diesel,---,2018,Manual,2,Skoda,Diesel,Hatchback,5,---,5,Black,200,,,,,,,,,,,,,Northern Ireland,,Independent Dealer,"Trillick, Co. Tyrone",Superb,"£4,750",,,Co. Tyrone,,,,,,selection1
SEAT Ateca 2.0tdi 150hp XP 0 APR Finance,https://www.donedeal.ie/cars-for-sale/seat-ateca-2-0tdi-150hp-xp-0-apr-finance/39046233,Xperience,"116,999 km",2.0 L Diesel,Jan 2025,2021,Manual,2,SEAT,Diesel,Estate,5,Luxury Trim,5,Red,,,,,2.0 L,4.36 m,,1.84 m,,,,,,Ireland,No,Franchise Dealer,"Ballyhaunis, Co. Mayo",Ateca,"€27,950",,,Co. Mayo,,,,,,selection1
